I_D	TSEVENT_ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	ARR_DAY	ARR_HOUR	ARR_MIN	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION
124	207	1602	2	18					JAPAN	CHIBA	KAZUSA, AWA	35.1	140.4	85	9								1				3								 
10414	209	1603							JAPAN	MIE	KUMANONADA SEA	33.7	136.5	85							2		1												 
126	212	1604	11	24	18	30			PERU		CAMANA	-16.623	-72.711	89	234							2000	1			40	1				1				 
10678	212	1604	11	24	18	30			PERU		ILO	-17.639	-71.338	89	50						3.5	2000	1			11	1				1				 
127	212	1604	11	24	18	30			CHILE	CONCEPCION	OLD CONCEPCION	-36.733	-72.983	89	2106						5	300	1								1				 
125	212	1604	11	24	18	30			CHILE	ARICA	ARICA	-18.467	-70.333	89	92							100	1			23	1				2				3 
128	212	1604	11	24	18	30			PERU		PISCO	-13.71	-76.22	89	731								1												 
10677	212	1604	11	24	18	30			PERU		CALLAO	-12.05	-77.15	89	930								1												 
15704	3548	1604	12	29					CHINA		QUANZHOU, FUJIAN PROVINCE	24.914	118.586	84	93								1												 
15705	3548	1604	12	29					CHINA		SHAXIAN, FUJIAN PROVINCE	26.402	117.791	84	232								7												 
138	216	1605	2	3					JAPAN	TOKUSHIMA	SHISHIKUI	33.567	134.317	85	83						6		1			136	3								 
10415	2954	1605	2	3					JAPAN	SHIZUOKA	ARAI	34.6833	137.5667	85	157								1								1			80	2 
19508	216	1605	2	3					JAPAN	TOKUSHIMA	TOMOURA	33.5833	134.3667	85	82						5		1			100	2								 
19477	2954	1605	2	3					JAPAN	MIE	ISE BAY	34.75	136.75	85	213								1												 
132	216	1605	2	3					JAPAN	TOKUSHIMA	AWA	34.06	134.6	85	121						7		1												 
133	216	1605	2	3					JAPAN	KANAGAWA	HIRO	34.0333	135.1833	85	118								1								2			700	3 
135	216	1605	2	3					JAPAN	KOCHI	SAKIHAMA	33.3833	134.2167	85	77						10		1			50	1								 
19473	2954	1605	2	3					JAPAN	MIE	ISE-SHIMA	34.455	136.9	85	182								1			1001	4								 
19474	2954	1605	2	3					JAPAN	CHIBA	BOSO	34.9	139.85	85	199								1								1				 
139	2954	1605	2	3					JAPAN	KANAGAWA	MIURA	35.14	139.6192	85	209								1			153	3								 
134	2954	1605	2	3					JAPAN	TOKYO	HACHIJO ISLAND	33.1	139.77	85	126								1			57	2				2				3 
131	216	1605	2	3					JAPAN	KOCHI	KANNOURA	33.533	134.3	85	81						6		1			350	3								 
137	216	1605	2	3					JAPAN	KOCHI	CAPE MUROTO	33.2833	134.15	85	77						10		1			400	3								 
19475	216	1605	2	3					JAPAN	KUMAMOTO	KYUSHU ISLAND	33	131	85	364								1				1								 
19476	2954	1605	2	3					JAPAN	SHIZUOKA	NISHINA VILLAGE	34.7667	138.7667	85	143							1200	1												 
19612	216	1605	2	3					JAPAN		SUSAKI	33.367	133.283	85	156								1			20	1								 
19507	216	1605	2	3					JAPAN	WAKAYAMA	MISAKI	33.433	135.75	85	93								1			153	3								 
10416	219	1606	1	23					JAPAN	TOKYO	HACHIJO ISLAND	33.1	139.77	85	135								1												 
30367	5570	1607	1	30	9	0			UK		GLASTONBURY	51.15	-2.72	73	39								1												 
30373	5570	1607	1	30	9	0			UK		BANWELL	51.325	-2.865	73	23								1												 
30369	5570	1607	1	30	9	0			UK		BURNHAM-ON-SEA	51.24	-3	73	36								1												 
30381	5570	1607	1	30	9	0			UK		PETERSTONE	51.515	-3.055	73	25								1												 
30382	5570	1607	1	30	9	0			UK		GOLDCLIFF	51.54	-2.92	73	16						7.14		1												 
30383	5570	1607	1	30	9	0			UK		NASH	51.548	-2.945	73	18								1												 
30384	5570	1607	1	30	9	0			UK		REDWICK	51.552	-2.85	73	12								1												 
30385	5570	1607	1	30	9	0			UK		BREAN	51.3	-3.01	73	31								1												 
30386	5570	1607	1	30	9	0			UK		BARNSTAPLE	51.08	-4.06	73	106								1			500	3								 
30387	5570	1607	1	30	9	0			UK		WISBECH	52.665	.15	73	234								1												 
30388	5570	1607	1	30	9	0			UK		KINGS LYNN	52.755	.4	73	254								1												 
30374	5570	1607	1	30	9	0			UK		WESTON-SUPER-MARE	51.345	-2.98	73	26								1												 
30375	5570	1607	1	30	9	0			UK		KEWSTOKE	51.365	-2.96	73	23								1												 
30376	5570	1607	1	30	9	0			UK		PUXTON	51.365	-2.854	73	18								1												 
30377	5570	1607	1	30	9	0			UK		YATTON	51.386	-2.82	73	15								1												 
30378	5570	1607	1	30	9	0			UK		KINGSTON SEYMOUR	51.395	-2.86	73	16						7.74		1												 
30379	5570	1607	1	30	9	0			UK		CLEVEDON	51.44	-2.86	73	13								1												 
30380	5570	1607	1	30	9	0			UK		AVONMOUTH	51.5	-2.73	73	2								1												 
30366	5570	1607	1	30	9	0			UK		BRIDGWATER	51.13	-3	73	46								1												 
30370	5570	1607	1	30	9	0			UK		BERROW	51.265	-3.01	73	34								1												 
30371	5570	1607	1	30	9	0			UK		LYMPSHAM	51.28	-2.96	73	30								1												 
30372	5570	1607	1	30	9	0			UK		UPHILL	51.32	-2.98	73	28								1												 
30368	5570	1607	1	30	9	0			UK		HUNTSPILL	51.2	-3	73	39								1												 
10514	222	1608	7	1					INDONESIA	NORTH MALUKU	MAKIAN ISLAND	.33	127.43	83	54								1				1								 
10936	3125	1609	4						GREECE		ISLAND OF RHODES	36.167	28	50	44								1												 
19482	226	1611	12	2					JAPAN	FUKUSHIMA	NAKAMURA	37.817	140.983	85	334						6		1												 
19478	226	1611	12	2					JAPAN	IWATE	KOYADORI	39.427	142.015	85	219						25		1												 
19479	226	1611	12	2					JAPAN	IWATE	MIYAKO	39.65	141.983	85	228						9		1												 
19480	226	1611	12	2					JAPAN	IWATE	OKIRAI	39.117	141.817	85	232						9		1												 
19481	226	1611	12	2					JAPAN	IWATE	RYORI	39.03	141.87	85	227						7		1												 
18959	226	1611	12	2					JAPAN	MIYAGI	IWANUMA	38.13	140.87	85	330						7	4000	1				1								 
140	226	1611	12	2					JAPAN	HOKKAIDO	DATE DOMINION	42.4681	140.8681	85	492								1			1783	4								 
141	226	1611	12	2					JAPAN	AOMORI	TSUGORU PENINSULA	40.83	140.73	85	381								1			3000	4								 
142	226	1611	12	2					JAPAN	IWATE	TARO	39.76	141.97	85	233						25	1200	1												 
144	226	1611	12	2					JAPAN	IWATE	YAMADA	39.467	141.95	85	226						25		1												 
19279	226	1611	12	12					JAPAN	MIYAGI	SENDAI	38.267	141.033	85	312								1												 
145	2328	1612	11	8					GREECE		ISLAND OF CRETE	35.5	25.5	50	0								1												 
10937	3126	1613	8	25					ITALY		NASO, MESSINA	38.15	14.78	50	4								1												 
146	228	1614	11	26					JAPAN	NIIGATA	TAKADA	37.1	138.25	85	50								1				3								 
25852	2289	1615	6	5					UKRAINE		FEODOSIYA	45.033	35.383	40	17								1												 
10738	230	1615	9	16					CHILE	ARICA	ARICA	-18.48	-70.33	89	3								1												 
147	231	1616	9	9					JAPAN	IWATE	KAMAISHI	39.267	141.883	85	130								1				3								 
148	231	1616	9	9					JAPAN	IWATE	OTSUCHI	39.35	141.917	85	139								1				3								 
149	231	1616	9	9					JAPAN	IWATE	UNOSUMAI (KAMAISHI)	39.267	141.883	85	130								1				3								 
28207	233	1616	12	6					JAPAN		YOKKAICHIKO	37.9667	138.35	85	548								1												 
151	233	1616	12	6					JAPAN	IWATE	OTSUCHI	39.35	141.917	85	226								1			100	2								 
150	233	1616	12	6					JAPAN	IWATE	KAMAISHI	39.267	141.883	85	228								1			100	2								 
152	233	1616	12	6					JAPAN	IWATE	UNOSUMAI (KAMAISHI)	39.267	141.883	85	228								1			100	2								 
153	235	1619	5	1					JAPAN		MUGISHIMA			85									1												 
154	236	1622	5	5					GREECE		ISLAND OF ZAKYNTHOS (ZAKINTHOS)	37.79	20.9	50	23								1												 
10938	3127	1624	3	19					ITALY		DELTA OF THE PO			50									1												 
10939	3128	1627	7	30	10	50			ITALY		GARGANO PENINSULA			50									1												 
29947	238	1627	9	14					PHILIPPINES	ILOCOS NORTE	BANGUI	18.52	120.7	84	96							4000	1												 
16221	238	1627	9	14					JAPAN	CHIBA	AWA	35.11	140.1	85	2604								1												 
155	238	1627	9	14					PHILIPPINES		CAGAYAN, W. LUZON	18.3	121.8	84	24							4800	1												 
16220	238	1627	9	14					JAPAN	CHIBA	WADA	35.033	140.833	85	2650								1												 
156	3789	1629	3	9	9				GREECE		KYTHIRA ISLAND	36.25	23	50	182								1												 
157	243	1629	8	1					INDONESIA	MALUKU	BANDANAIRA (BANDA-NEIRA), BANDA IS.	-4.529	129.9	83	8						16		1												 
159	243	1629	8	1					INDONESIA	MALUKU	FORT NASSAU, BANDA ISLAND	-4.529	129.898889	83	8						16		1								2				2 
160	243	1629	8	1					INDONESIA	MALUKU	LONTOR, BANDA ISLANDS	-4.55	129.867	83	7						4		1								1				 
10940	3129	1631	12	17	9				ITALY	CAMPANIA	BAY OF NAPLES	40.83	14.25	50	15								1												 
161	245	1633	3	1					JAPAN	SHIZUOKA	ATAMI	35.089	139.069	85	17								1								2				 
28209	245	1633	3	1					JAPAN	SHIZUOKA	IZU PENINSULA, HONSHU	34.8	139.06	85	46								1												 
28208	245	1633	3	1					JAPAN	KANAGAWA	SAGAMI BAY	35.2	139.5	85	27								1												 
162	246	1633	5	14					CHILE	CHILOE	FORT CARELMAPU, ISLA DE CHILOE	-41.7497	-73.7083	89	9								1				1				1				1 
16149	248	1633	11	5					EGYPT		NILE RIVER	31.2	29.919	50	1084								1												 
163	248	1633	11	5					GREECE		ISLAND OF ZAKYNTHOS (ZAKINTHOS)	37.79	20.9	50	23								1								1				 
15706	3549	1634	3						CHINA		LUOTIAN, HUBEI PROVINCE	30.783	115.333	84	24						1		7												 
25523	249	1636	7	31					SOUTH KOREA		PUSAN	35.1	129.04	84	1								1												 
26190	3130	1636	9	30	18	30			GREECE		KEFALLONIA ISLAND, IONIAN ISLANDS	38.17	20.48	50	18								7												 
10942	3131	1638	3	27	15	5			ITALY		CALABRIA			50									1												 
164	253	1640	7	31					JAPAN	HOKKAIDO	HIDAKA	42.87	142.46	85	171								1				3								 
165	253	1640	7	31					JAPAN	SHIZUOKA	UCHIURA BAY	42.13	140.7	85	7								1			700	3				1			20	1 
19483	253	1640	7	31					JAPAN	HOKKAIDO	TOKACHI	42.3	143.317	85	219								1												 
16102	254	1640	9	16					CHINA		CHUOGANG			84									1												 
16101	254	1640	9	16					CHINA		CHIEYANG [JIEYANG]	23.533	116.333	84	90								1												 
25524	254	1640	9	16					CHINA		GUANGDONG (KWANGTUNG)	23.5306	116.225	84	99								1												 
16100	254	1640	9	16					CHINA		CHENGHAI	23.467	116.75	84	58								1												 
167	255	1641	12	21					AZORES (PORTUGAL)		VELAS, ILHA DE SAO JORGE, AZORES	38.68	-28.22	73	33								1												 
10417	256	1642	9	4					JAPAN	CHIBA	BOSO PENINSULA	34.9	139.85	85	76								1												 
25525	258	1643	7	25					SOUTH KOREA		KEISHODO	35.5	129.4	84	9								1												 
168	259	1644	10	18					JAPAN	AKITA	KISAGATA	39.2167	139.9	85	27								1			117	3								 
16368	260	1645	11	30	12				PHILIPPINES		MANILA	14.604	120.982	84	23								1												 
10944	3133	1646	4	5	20				ITALY	TUSCANY	LIVORNO	43.55	10.31	50	1								1												 
169	262	1646	4	5					TURKEY		ISTANBUL (CONSTANTINOPLE)	41.019	28.965	50	3								1												 
170	263	1647	5	7					CHILE	ARICA	ARICA	-18.467	-70.333	89	596								1			14	1				1				 
171	263	1647	5	7					PERU		CALLAO	-12.05	-77.15	89	449								1								1				 
10945	3134	1649	1						ITALY	SICILY	MESSINA, SICILY	38.18	15.562	50	1								1								1				 
172	268	1649	12	9					SOUTH KOREA		CHOLLA PROVINCE	35.5	126.5	84	45								1								2				 
173	269	1650	9	29					GREECE		CYCLADES, SANTO			50									1												 
174	269	1650	9	29					GREECE		IOS	36.73	25.27	50	38						16		1												 
175	269	1650	9	29					GREECE		EAST COAST PATMOS	37.33	26.5	50	142						30		1												 
176	269	1650	9	29					GREECE		WEST COAST PATMOS	37.33	26.5	50	142						30		1												 
177	269	1650	9	29					GREECE		SIKINOS			50									1												 
178	269	1650	9	29					GREECE		CRETE	35.5	25	50	107								1												 
179	269	1650	9	29					GREECE		KEA	37.65	24.33	50	168								1												 
28436	273	1650	12	13				M	JAPAN	FUKUI	FUKUI	35.9	136	85									1												 
19280	274	1651							JAPAN	MIYAGI	WATARI	38.035	140.8511	85									1												 
25344	278	1653	7						PHILIPPINES		MINDORO ISLAND	13.1	121.5	84	11								1												 
183	281	1657	3	15	23	30			CHILE	CONCEPCION	OLD CONCEPCION	-36.733	-72.983	89	12								1			40	1				3				3 
6799	282	1657	7	9					CHILE	VALPARAISO	VALPARAISO	-33.033	-71.633	89	101								1												 
10515	283	1657	12						INDONESIA	MALUKU	AMBON ISLAND	-3.683	128.187	83	79								1												 
184	285	1659	11	11					INDONESIA	MALUKU	AMBON BAY	-3.683	128.187	83	375						1.5		1												 
15707	288	1661	1	8					TAIWAN		TAINAN	22.99	120.16	84	6								1												 
10946	3135	1661	4	22					ITALY		GULF OF VENICE	45.5	12.5	50									1												 
19484	291	1662	10	30	14				JAPAN	KUMAMOTO	KYUSHU ISLAND	33	131	85	172								1											1213	4 
28210	291	1662	10	30	14				JAPAN	SHIZUOKA	IZU PENINSULA, HONSHU	34.8	139	85	737								1												 
185	291	1662	10	30	14				JAPAN	KUMAMOTO	BEPPU	33.284	131.493	85	182						1		1			5	1				1				 
186	293	1664							JAPAN	OKINAWA	RYUKYU ISLAND	27.8	128.2	85	7								1				1				1				1 
28211	294	1666	5	31					JAPAN		CHITA PENINSULA	34.7	136.97	85	37								1								1				 
189	294	1666	5	31					JAPAN	AICHI	SHINOJIMA	34.6758	137.004	85	41								1				2								 
188	294	1666	5	31					JAPAN	AICHI	HIMAKAJIMA	34.705	137.005	85	38								1												 
187	294	1666	5	31					JAPAN	AICHI	HANDA	34.8833	136.9333	85	18								1				2								 
25878	297	1667	4	6	7	10			ITALY	VENETO	VENICE	45.5	12.5	50	552								1												 
10947	297	1667	4	6	7	10			CROATIA		DUBROVNIK	42.667	18.117	50	8								1												 
16217	297	1667	4	6	7	10			CROATIA		MEZZO ISLAND	42.693	17.947	50	16								1								1				 
10948	298	1667	11	30					TURKEY		IZMIR [SMYRNA]	38.4188	27.12866	50	3								1												 
190	295	1667							JAPAN	OKINAWA	SUKAMA	25	125.5	85	0								1												 
6952	2440	1668	4	13					USA	MA	SALEM, MA	42.567	-70.917	75	26								7												 
6951	2440	1668	4	13					USA	MA	BOSTON, MA	42.35	-71.05	75	0								7												 
15711	300	1668	7	25					CHINA		GANYU	34.836	119.119	84	70								1												 
15709	300	1668	7	25					CHINA		WENSHANG	35.728	116.496	84	196								7												 
15708	300	1668	7	25					CHINA		CAIJIALOU	32.45	120.867	84	380								1												 
15710	300	1668	7	25					CHINA		PIZHOU	34.311	117.95	84	125								7												 
25526	301	1668	7	31					NORTH KOREA		TETSUZAN	37.8169	126.4331	84	43								1				1				1				1 
191	301	1668	7	31					NORTH KOREA		CHOLSAN	39.767	124.633	84	229								1				1				1				1 
193	304	1670	8	19					CHINA		LUTIENCHEN			84									1				3								 
194	304	1670	8	19					CHINA		PAU SHAN	31.73	121.05	84	196								1				3								 
25528	304	1670	8	19					CHINA		WUSONG	31.3683	121.4928	84	205								1				3								 
192	304	1670	8	19					CHINA		CHIATING (JIADING)	31.4	121.25	84	213								1				3								 
25527	304	1670	8	19					CHINA		NANXIANG	31.2947	121.2983	84	221								1				3								 
28212	305	1670	9						JAPAN		OSAKA BAY	34.6	135.4	85									1												 
195	307	1670	12	17					JAPAN		UNAKAMI			85							2		1												 
10949	3136	1672	4	14	15	45			ITALY		RIMINI	44.06	12.59	50	14								1												 
25835	3136	1672	4	14	15	45			ITALY		MALAMOCCO	45.373	12.344	50	161								1												 
197	309	1672	4						GREECE		ISLAND OF TENEDOS	40	26	50	0								1												 
196	308	1672							GREECE		ISLAND OF KOS	36.8933	27.2889	50	165								1												 
198	312	1673	8	12					INDONESIA	NORTH MALUKU	TERNATE ISLAND	.8	127.38	83	66								1												 
10529	315	1674	2	17	11	30			INDONESIA	MALUKU	CAPE RYST, SERAM ISLAND	-3.56	127.93	83	29								1								3				3 
10536	315	1674	2	17	11	30			INDONESIA	SOUTH KALIMANTAN	LAOT (LAUT) ISLAND	-3.6743	128.7757	83	114						2		1								1		1		 
10530	315	1674	2	17	11	30			INDONESIA	MALUKU	BANDA ISLANDS	-4.533	129.9	83	254								1												 
10531	315	1674	2	17	11	30			INDONESIA	MALUKU	LARIKE, AMBON ISLAND			83							.5		1								1				 
202	315	1674	2	17	11	30			INDONESIA	MALUKU	KELANG ISLAND	-3.25	127.72	83	56						5		1												 
10517	315	1674	2	17	11	30			INDONESIA	MALUKU	URIEN, AMBON ISLAND			83									1								1				1 
10518	315	1674	2	17	11	30			INDONESIA	MALUKU	SINOLA, AMBON ISLAND			83									1								3				3 
199	315	1674	2	17	11	30			INDONESIA	MALUKU	AMBON ISLAND	-3.62	128	83	31								1				4				3				3 
200	315	1674	2	17	11	30			INDONESIA	MALUKU	HILA, AMBON ISLAND	-3.583	128.067	83	40						100		1			1461	4				3				3 
201	315	1674	2	17	11	30			INDONESIA	MALUKU	HITU PENINSULA, AMBON ISLAND			83							100		1								2				 
203	315	1674	2	17	11	30			INDONESIA	MALUKU	LIMA, AMBON ISLAND	-3.65	127.967	83	27						100		1			127	3	6	1		2				2 
204	315	1674	2	17	11	30			INDONESIA	MALUKU	LOKI (LOKKI), W SERAM ISLAND	-3.3	128.05	83	60						5.5		1								2				2 
205	315	1674	2	17	11	30			INDONESIA	MALUKU	OMA, SAPARUA ISLAND	-3.567	128.65	83	102						2		1								1				 
10520	315	1674	2	17	11	30			INDONESIA	MALUKU	HITULAMA, AMBON ISLAND	-3.6	128.15	83	47						3		1			36	1								 
10521	315	1674	2	17	11	30			INDONESIA	MALUKU	MAMALA, AMBON ISLAND	-3.56	128.19	83	53								1								1			40	1 
10522	315	1674	2	17	11	30			INDONESIA	MALUKU	LIANG, AMBON ISLAND	-3.5	128.317	83	69								1								1				 
10523	315	1674	2	17	11	30			INDONESIA	MALUKU	WAI, AMBON ISLAND			83									1								1				 
10524	315	1674	2	17	11	30			INDONESIA	MALUKU	TULEHU, AMBON ISLAND	-3.592	128.335	83	67								1								1				 
10525	315	1674	2	17	11	30			INDONESIA	MALUKU	THIEL, HITU PENINSULA, AMBON IS			83									1								1				 
10526	315	1674	2	17	11	30			INDONESIA	MALUKU	SULI, AMBON ISLAND	-3.617	128.25	83	57								1								1				 
10527	315	1674	2	17	11	30			INDONESIA	MALUKU	PASIR KUTET, AMBON ISLAND			83									1								1			1	1 
10519	315	1674	2	17	11	30			INDONESIA	MALUKU	WAKAL, AMBON ISLAND	-3.594	128.143	83	47								1			1	1				1				2 
10516	315	1674	2	17	11	30			INDONESIA	MALUKU	LOBOLEU, AMBON ISLAND			83									1								2				2 
10528	315	1674	2	17	11	30			INDONESIA	MALUKU	ITELAM ISLAND			83									1								1				 
10532	315	1674	2	17	11	30			INDONESIA	MALUKU	CEYT, AMBON ISLAND			83							100		1								3				3 
25450	315	1674	2	17	11	30			INDONESIA	MALUKU	WASSELA, AMBON ISLAND			83									1								2				2 
10537	315	1674	2	17	11	30			INDONESIA	MALUKU	MANIPA ISLAND	-3.3046	127.6079	83	52								1												 
10538	315	1674	2	17	11	30			MALAYSIA	SABAH	NUSSATELO ISLAND (PULU TIGA IS)			83									1								2				2 
10539	315	1674	2	17	11	30			INDONESIA	MALUKU	LAYN, AMBON ISLAND			83									1			619	3				2				3 
10533	315	1674	2	17	11	30			INDONESIA	MALUKU	PASO ISTHMUS (BAGUALA), AMBON IS.	-3.617	128.25	83	57								1												 
10534	315	1674	2	17	11	30			INDONESIA	MALUKU	HARUKU ISLAND	-3.6	128.417	83	76						2		1												 
10535	315	1674	2	17	11	30			INDONESIA	MALUKU	SAPARUA ISLAND	-3.567	128.65	83	102						2		1												 
10540	316	1674	5	6					INDONESIA	MALUKU	AMBON BAY	-3.683	128.187	83	2								1												 
11184	318	1675	3						PHILIPPINES		POLA, MINDORO ISLAND	13.144	121.44	84	50								1								1				 
209	320	1676	11						JAPAN	FUKUSHIMA	IWAKI	37.07	140.9	85									1				1				1				1 
19485	320	1676	11						JAPAN	AOMORI	MUTSU	40.933	141.4	85									1				1				1				1 
208	320	1676	11						JAPAN	IBARAKI	HITACHI	36.58	140.67	85									1				1				1				1 
207	319	1676							AZORES (PORTUGAL)		PRAIA DA VITORIA, TERCEIRA, AZORES	38.73	-27.07	73	0								1												 
28213	321	1677	4	13					JAPAN		KAMAISHI	39.28	141.89	85	198								1												 
211	321	1677	4	13					JAPAN	IWATE	OTSUCHI	39.35	141.917	85	192								1				1				1				1 
210	321	1677	4	13					JAPAN	IWATE	MIYAKO BAY	39.65	141.983	85	177						6		1				1				1				1 
19486	321	1677	4	13					JAPAN	IWATE	KUWAGASAKI	39.65	141.9667	85	178								1				1				1				1 
214	322	1677	11	4					JAPAN	TOKYO	HACHIJO ISLAND	33.1	139.77	85	265						4		1								1				 
217	322	1677	11	4					JAPAN	CHIBA	IWAFUNE	35.21617	140.38776	85	104						7		1												 
218	322	1677	11	4					JAPAN	CHIBA	KATSUURA	35.133	140.25	85	115						8		1												 
219	322	1677	11	4					JAPAN	FUKUSHIMA	ONAHAMA	36.933	140.9	85	222						3		1			80	2								 
220	322	1677	11	4					JAPAN	MIYAGI	IWANUMA	38.13	140.87	85	353						4		1			123	3				2			490	3 
223	322	1677	11	4					JAPAN	IBARAKI	KUJI	36.4833	140.6167	85	183						2		1												 
224	322	1677	11	4					JAPAN	AICHI	ISE BAY			85									1								1				 
225	322	1677	11	4					JAPAN	CHIBA	OHARA	35.25	140.4	85	104						4		1												 
227	322	1677	11	4					JAPAN	CHIBA	ONJUKU	35.1833	140.3667	85	105						6		1												 
228	322	1677	11	4					JAPAN	AICHI	OWARI	35.1667	136.9167	85	418								1								1				 
221	322	1677	11	4					JAPAN	CHIBA	EAST IZU	36.97	140.83	85	227						2		1												 
16491	322	1677	11	4					JAPAN	IBARAKI	NAKAMINATO	36.333	140.59	85	170						2		1												 
16492	322	1677	11	4					JAPAN	IBARAKI	MITO	36.3667	140.4667	85	178								1			36	1				2			189	2 
213	322	1677	11	4					JAPAN	CHIBA	CHOSHI	35.75	140.867	85	101						5		1												 
212	322	1677	11	4					JAPAN	CHIBA	BOSO PENINSULA	34.9	139.85	85	151								1			246	3				2			223	2 
